ordinal,section,menu_path,depth,title,node_id,kind,slug,url,page_status,attempts,checked_at,official_title,updated_date,display_update_time,device_version,html_length,text_length,content_sha256,heading_count,code_count,table_count,admonition_count,image_count,summary,error
1248,开发,开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 加解密 > 加解密算法规格 > 分段加解密说明,5,分段加解密说明,00020178602481256260328b5c05d994,document,crypto-encrypt-decrypt-by-segment,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-encrypt-decrypt-by-segment,success,1,2026-08-10T17:55:38+08:00,分段加解密说明,2026-08-06 14:00:00,2026-06-12 06:54:11,,3313,838,ee2e538b5419ca76efa2113fb3c8e27cc647996c8406281bb95392e0801acaa3,4,0,0,0,0,在加解密的过程中，算法库没有对单次或累计的传入数据量设置大小限制，但在传入的数据量较大时（如数据量大于2MB），建议开发者将数据分段，完成分段加解密，提高效率。 对称密钥的分段加解密，通过调用 Cipher.update 实现。 开发者可自定义单次传入的数据量（示例中的updateLength），多次调用update传入数据。 当前单次支持传入的最大长度为INT_MAX（Uint8Array类型的最大长度）。 开发者应当对每次update和doFinal的结果都判断是否为null，并在结果不为null时取出其中的数据进行拼接，形成完整的密文/明文。 开发示例： 使用AES对称密钥（GCM模式）分段加解密 开发示例： 使用SM4对称密钥（GCM模式）分段加解密 非对称加解密，不支持update操作，仅需要调用 Cipher.init 和 Cipher.doFinal 完成加解密。 非对称密钥的分段加密是指当明文大于单次加密支持的数据长度时（具体长度请查 非对称密钥加解密算法规格 ），需要将待加密数据分为合适长度的数据段，并对每个数据段执行加密操作，即创建Cipher，然后调用 Cipher.init 和 Cipher.doFinal 接口。 严格意义上说，是数据的拆分加解密，此时单次传入的数据量长度与密钥规格的长度相关。 RSA：填充模式不同，输入的数据的规则不同。请根据 RSA算法规格 确认单次传入的数据量长度。 开发者应当对每次doFinal的结果都判断是否为null，并在结果不为null时取出其中的数据进行拼接，形成完整的密文/明文。 开发示例： 使用RSA非对称密钥分段加解密 分段加解密中，每次更新的数据量，与加密模式是否有关？ 每次更新的数据量，由开发者自定义，与加密模式无关。 不同的加密模式，仅对加解密参数产生影响，不同的加密模式使用的加解密参数不同，具体请参考 ParamsSpec 。 分段加解密中，每次更新的数据量，与加密模式是否有关？ 每次更新的数据量，由开发者自定义，与加密模式无关。 不同的加密模式，仅对加解密参数产生影响，不同的加密模式使用的加解密参数不同，具体请参考 ParamsSpec 。,
1249,开发,开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 加解密 > 加解密开发指导,4,加解密开发指导,000201786024812562329365275a2c87,document-branch,crypto-encrypt-decrypt-dev,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-encrypt-decrypt-dev,success,1,2026-08-10T17:55:38+08:00,加解密开发指导,2026-08-06 13:59:40,2026-06-16 09:03:21,,8455,1156,cb7e7c8694fca4d2a3b541b0ecf0b192faf728f9366652b2f4d58519bfe99639,1,0,0,0,0,使用AES对称密钥（GCM模式）加解密(ArkTS) 使用AES对称密钥（GCM模式）加解密(C/C++) 使用AES对称密钥（CCM模式）加解密(ArkTS) 使用AES对称密钥（CCM模式）加解密(C/C++) 使用AES对称密钥（CCM模式）参数为AeadParamsSpec加解密(ArkTS) 使用AES对称密钥（CBC模式）加解密(ArkTS) 使用AES对称密钥（CBC模式）加解密(C/C++) 使用AES对称密钥（ECB模式）加解密(ArkTS) 使用AES对称密钥（ECB模式）加解密(C/C++) 使用AES对称密钥（GCM模式）分段加解密(ArkTS) 使用AES对称密钥（XTS模式）加解密(ArkTS) 使用AES对称密钥（GCM模式）分段加解密(C/C++) 使用DES对称密钥（ECB模式）加解密(ArkTS) 使用DES对称密钥（ECB模式）加解密(C/C++) 使用3DES对称密钥加解密(ArkTS) 使用3DES对称密钥加解密(C/C++) 使用SM4对称密钥（ECB模式）加解密(ArkTS) 使用SM4对称密钥（ECB模式）加解密(C/C++) 使用SM4对称密钥（CBC模式）加解密(ArkTS) 使用SM4对称密钥（CBC模式）加解密(C/C++) 使用SM4对称密钥（GCM模式）加解密(ArkTS) 使用SM4对称密钥（GCM模式）加解密(C/C++) 使用SM4对称密钥（GCM模式）分段加解密(ArkTS) 使用SM4对称密钥（GCM模式）分段加解密(C/C++) 使用ChaCha20对称密钥加解密(ArkTS) 使用ChaCha20对称密钥加解密(C/C++) 使用ChaCha20对称密钥（Poly1305模式）加解密(ArkTS) 使用ChaCha20对称密钥（Poly1305模式）加解密(C/C++) 使用RSA非对称密钥（PKCS1模式）加解密(ArkTS) 使用RSA非对称密钥（PKCS1模式）加解密(C/C++) 使用RSA非对称密钥分段加解密(ArkTS) 使用RSA非对称密钥分段加解密(C/C++) 使用RSA非对称密钥（PKCS1_OAEP模式）加解密(ArkTS) 使用SM2非对称密钥加解密(ArkTS),
1250,开发,开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 加解密 > 加解密开发指导 > 使用AES对称密钥（GCM模式）加解密(ArkTS),5,使用AES对称密钥（GCM模式）加解密(ArkTS),0002017860248125625122bac5035e6b,document,crypto-aes-sym-encrypt-decrypt-gcm,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-aes-sym-encrypt-decrypt-gcm,success,1,2026-08-10T17:55:38+08:00,使用AES对称密钥（GCM模式）加解密(ArkTS),2026-08-06 13:59:52,2026-08-03 11:34:29,,10678,6719,5f3e8d502b4a1e3428bd6dcecb1d5e2387c1156415e4737761e2ee248636b934,1,2,0,1,1,对应的算法规格请查看 对称密钥加解密算法规格：AES 。 调用 cryptoFramework.createSymKeyGenerator ，生成密钥算法为AES、密钥长度为128位的对称密钥（SymKey）。然后调用 SymKeyGenerator.generateSymKey 生成对称密钥。 如何生成AES对称密钥，开发者可以参考以下示例，并结合 对称密钥生成和转换规格：AES 和 随机生成对称密钥 理解，参考文档与当前示例可能存在入参差异，请在阅读时注意区分。 调用 cryptoFramework.createSymKeyGenerator ，生成密钥算法为AES、密钥长度为128位的对称密钥（SymKey）。然后调用 SymKeyGenerator.generateSymKey 生成对称密钥。 如何生成AES对称密钥，开发者可以参考以下示例，并结合 对称密钥生成和转换规格：AES 和 随机生成对称密钥 理解，参考文档与当前示例可能存在入参差异，请在阅读时注意区分。 调用 cryptoFramework.createCipher ，指定字符串参数'AES128|GCM'，创建对称密钥类型为AES128、分组模式为GCM的Cipher实例，用于完成加密操作。 调用 Cipher.init ，设置模式为加密（cryptoFramework.CryptoMode.ENCRYPT_MODE），指定加密密钥（SymKey）和GCM模式对应的加密参数（GcmParamsSpec），以初始化加密Cipher实例。 调用 Cipher.update ，更新数据（明文）。 当前单次update无长度限制，开发者可根据数据量调用update。 当数据量较小时，可以在init完成后直接调用doFinal。 当数据量较大时，可以多次调用update，即 分段加解密 。 调用 Cipher.update ，更新数据（明文）。 当前单次update无长度限制，开发者可根据数据量调用update。 当数据量较小时，可以在init完成后直接调用doFinal。 当数据量较大时，可以多次调用update，即 分段加解密 。,
1251,开发,开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 加解密 > 加解密开发指导 > 使用AES对称密钥（GCM模式）加解密(C/C++),5,使用AES对称密钥（GCM模式）加解密(C/C++),000201786024812562544b9b729735bc,document,crypto-aes-sym-encrypt-decrypt-gcm-ndk,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-aes-sym-encrypt-decrypt-gcm-ndk,success,1,2026-08-10T17:55:38+08:00,使用AES对称密钥（GCM模式）加解密(C/C++),2026-08-06 13:59:56,2026-08-03 11:34:29,,9828,4447,e58c2ffe9ec10e3be4c8c5893376fc92da8c62f0843819794a08be9bb75de5ef,3,2,0,1,1,对应的算法规格请查看 对称密钥加解密算法规格：AES 。 调用 OH_CryptoSymKeyGenerator_Create 和 OH_CryptoSymKeyGenerator_Generate ，生成密钥算法为AES、密钥长度为128位的对称密钥（OH_CryptoSymKey）。 生成AES对称密钥，参考以下示例，并结合 对称密钥生成和转换规格：AES 和 随机生成对称密钥 理解。注意，参考文档与示例可能有入参差异。 调用 OH_CryptoSymKeyGenerator_Create 和 OH_CryptoSymKeyGenerator_Generate ，生成密钥算法为AES、密钥长度为128位的对称密钥（OH_CryptoSymKey）。 生成AES对称密钥，参考以下示例，并结合 对称密钥生成和转换规格：AES 和 随机生成对称密钥 理解。注意，参考文档与示例可能有入参差异。 调用 OH_CryptoSymCipher_Create ，指定字符串参数'AES128|GCM|PKCS7'，创建对称密钥类型为AES128、分组模式为GCM、填充模式为PKCS7的Cipher实例，用于完成加密操作。 调用 OH_CryptoSymCipherParams_Create 创建参数对象，调用 OH_CryptoSymCipherParams_SetParam 设置对应的加密参数。 调用 OH_CryptoSymCipher_Init ，设置模式为加密（CRYPTO_ENCRYPT_MODE），指定对称密钥（OH_CryptoSymKey）和GCM模式对应的加密参数（OH_CryptoSymCipherParams），以初始化加密Cipher实例。 调用 OH_CryptoSymCipher_Update ，更新数据（明文）。 当前单次update长度没有限制，开发者可以根据数据量判断如何调用update。 当数据量较小时，可以在init完成后直接调用final。 当数据量较大时，可以多次调用update，即 分段加解密 。 调用 OH_CryptoSymCipher_Update ，更新数据（明文）。,
1252,开发,开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 加解密 > 加解密开发指导 > 使用AES对称密钥（CCM模式）加解密(ArkTS),5,使用AES对称密钥（CCM模式）加解密(ArkTS),000201786024812562608ee6be3ac06a,document,crypto-aes-sym-encrypt-decrypt-ccm,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-aes-sym-encrypt-decrypt-ccm,success,1,2026-08-10T17:55:38+08:00,使用AES对称密钥（CCM模式）加解密(ArkTS),2026-08-06 14:00:00,2026-08-03 11:34:29,,10040,5941,a3fda400e0795b58802be6b280812c4f0349b1971b1034f5dc76ed807d5c9606,1,2,0,2,2,查看 对称密钥加解密算法规格：AES 。 调用 cryptoFramework.createSymKeyGenerator 、 SymKeyGenerator.generateSymKey ，生成密钥算法为AES、密钥长度为128位的对称密钥（SymKey）。 如何生成AES对称密钥，开发者可参考下文示例，并结合 对称密钥生成和转换规格：AES 和 随机生成对称密钥 进行理解，参考文档与当前示例可能存在入参差异，请注意区分。 调用 cryptoFramework.createSymKeyGenerator 、 SymKeyGenerator.generateSymKey ，生成密钥算法为AES、密钥长度为128位的对称密钥（SymKey）。 如何生成AES对称密钥，开发者可参考下文示例，并结合 对称密钥生成和转换规格：AES 和 随机生成对称密钥 进行理解，参考文档与当前示例可能存在入参差异，请注意区分。 调用 cryptoFramework.createCipher ，指定字符串参数'AES128|CCM'，创建对称密钥为AES128、分组模式为CCM的Cipher实例，用于执行加密操作。 调用 Cipher.init ，设置模式为加密（cryptoFramework.CryptoMode.ENCRYPT_MODE），指定密钥（SymKey）和CCM模式对应的加密参数（CcmParamsSpec），初始化加密Cipher实例。 调用 Cipher.update ，更新数据（明文）。 当前单次update没有长度限制，开发者可以根据数据量决定如何调用update。 CCM模式不支持分段加解密。 调用 Cipher.update ，更新数据（明文）。 当前单次update没有长度限制，开发者可以根据数据量决定如何调用update。 调用 Cipher.doFinal 获取加密后的数据。 由于已通过update传入数据，此处传入null。 doFinal输出结果可能为null，访问具体数据前，需先判断结果是否为null，以避免异常。 调用 Cipher.doFinal 获取加密后的数据。 由于已通过update传入数据，此处传入null。,
1253,开发,开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 加解密 > 加解密开发指导 > 使用AES对称密钥（CCM模式）加解密(C/C++),5,使用AES对称密钥（CCM模式）加解密(C/C++),000201786024812562615fde0202e5e1,document,crypto-aes-sym-encrypt-decrypt-ccm-ndk,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-aes-sym-encrypt-decrypt-ccm-ndk,success,1,2026-08-10T17:55:39+08:00,使用AES对称密钥（CCM模式）加解密(C/C++),2026-08-06 14:00:02,2026-08-03 11:34:29,,11219,4527,f805c193d9fb69deeb48c96faa1ec88897c88ab5437153080c3e09191e1b626f,3,2,0,3,3,请查看 对称密钥加解密算法规格：AES 。 调用 OH_CryptoSymKeyGenerator_Create 、 OH_CryptoSymKeyGenerator_Generate ，生成密钥算法为AES、密钥长度为128位的对称密钥（OH_CryptoSymKey）。 如何生成AES对称密钥，开发者可参考下文示例，并结合 对称密钥生成和转换规格：AES 和 随机生成对称密钥 理解，参考文档与当前示例可能存在入参差异，请在阅读时注意区分。 调用 OH_CryptoSymCipher_Create ，指定字符串参数'AES128|CCM'，创建对称密钥类型为AES128、分组模式为CCM的Cipher实例，用于完成加密操作。 调用 OH_CryptoSymCipherParams_Create 创建参数对象，调用 OH_CryptoSymCipherParams_SetParam 设置对应的加密参数。 调用 OH_CryptoSymCipher_Init ，设置模式为加密（CRYPTO_ENCRYPT_MODE），指定加密密钥（OH_CryptoSymKey）和CCM模式对应的加密参数（OH_CryptoSymCipherParams），初始化加密Cipher实例。 调用 OH_CryptoSymCipher_Update ，更新数据（明文）。 当前单次update没有长度限制，根据明文长度判断单次调用update输入的数据长度。 CCM模式不支持分段加解密。 调用 OH_CryptoSymCipher_Update ，更新数据（明文）。 当前单次update没有长度限制，根据明文长度判断单次调用update输入的数据长度。 调用 OH_CryptoSymCipher_Final ，获取加密后的数据。 已使用update传入数据，此处data传入null。 final输出结果可能为null，访问数据前需先判断结果是否为null。 在CCM模式下，final设置authTag作为解密时的初始化认证信息，需要保存。 调用 OH_CryptoSymCipher_Final ，获取加密后的数据。,
1254,开发,开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 加解密 > 加解密开发指导 > 使用AES对称密钥（CCM模式）参数为AeadParamsSpec加解密(ArkTS),5,使用AES对称密钥（CCM模式）参数为AeadParamsSpec加解密(ArkTS),000201786024812562634b117e480844,document,crypto-aes-sym-encrypt-decrypt-ccm-new,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-aes-sym-encrypt-decrypt-ccm-new,success,1,2026-08-10T17:55:39+08:00,使用AES对称密钥（CCM模式）参数为AeadParamsSpec加解密(ArkTS),2026-08-06 14:00:03,2026-08-03 11:34:29,,9186,5629,ef334361f5bd87b331c31e6b7e203b1e1d3b3cea23c7e3c4d964f83240feda09,2,2,0,1,1,从API版本26.0.0开始， AES 对称密钥（CCM模式）的加解密支持使用AeadParamsSpec参数。 当用户不希望显式保存authTag或用户需要指定authTag的长度时，使用AeadParamsSpec参数。 调用 cryptoFramework.createSymKeyGenerator 、 SymKeyGenerator.generateSymKey ，生成密钥算法为AES、密钥长度为128位的对称密钥（SymKey）。 如何生成AES对称密钥，开发者可参考下文示例，并结合对称密钥生成和转换规格： AES 和 随机生成对称密钥 进行理解，参考文档与当前示例可能存在入参差异，请注意区分。 调用 cryptoFramework.createCipher ，指定字符串参数'AES128|CCM'，创建对称密钥为AES128、分组模式为CCM的Cipher实例，用于执行加密操作。 调用 Cipher.init ，设置模式为加密（cryptoFramework.CryptoMode.ENCRYPT_MODE），指定密钥（SymKey）和CCM模式对应的加密参数（AeadParamsSpec），初始化加密Cipher实例。 调用 Cipher.doFinal 获取加密后的数据。 当前使用AeadParamsSpec参数，CCM模式下update与doFinal只能调用其中一个进行加密。且每个方法只能调用一次。 使用AeadParamsSpec初始化Cipher实例，身份认证标签（authTag）自动拼接在密文后，不需要单独保存。 在使用AeadParamsSpec结构的CCM模式下，tagLen支持4、6、8、10、12、14和16，如果不传默认为12，单位均为字节。 调用 Cipher.doFinal 获取加密后的数据。 当前使用AeadParamsSpec参数，CCM模式下update与doFinal只能调用其中一个进行加密。且每个方法只能调用一次。 使用AeadParamsSpec初始化Cipher实例，身份认证标签（authTag）自动拼接在密文后，不需要单独保存。 在使用AeadParamsSpec结构的CCM模式下，tagLen支持4、6、8、10、12、14和16，如果不传默认为12，单位均为字节。,
1255,开发,开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 加解密 > 加解密开发指导 > 使用AES对称密钥（CBC模式）加解密(ArkTS),5,使用AES对称密钥（CBC模式）加解密(ArkTS),0002017860248125626554f2ca04f79e,document,crypto-aes-sym-encrypt-decrypt-cbc,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-aes-sym-encrypt-decrypt-cbc,success,1,2026-08-10T17:55:39+08:00,使用AES对称密钥（CBC模式）加解密(ArkTS),2026-08-06 14:00:03,2026-08-03 11:34:29,,8049,5208,2062fe490a7c24848f5945d63a5b44623a9fc9f660be8b7a91392bfd0438cd96,1,2,0,0,0,对应的算法规格请参见 对称密钥加解密算法规格：AES 。 调用 cryptoFramework.createSymKeyGenerator 、 SymKeyGenerator.generateSymKey ，生成密钥算法为AES、密钥长度为128位的对称密钥（SymKey）。 如何生成AES对称密钥，开发者可参考下文示例，并结合 对称密钥生成和转换规格：AES 和 随机生成对称密钥 理解，参考文档与当前示例可能存在入参差异，请在阅读时注意区分。 调用 cryptoFramework.createSymKeyGenerator 、 SymKeyGenerator.generateSymKey ，生成密钥算法为AES、密钥长度为128位的对称密钥（SymKey）。 如何生成AES对称密钥，开发者可参考下文示例，并结合 对称密钥生成和转换规格：AES 和 随机生成对称密钥 理解，参考文档与当前示例可能存在入参差异，请在阅读时注意区分。 调用 cryptoFramework.createCipher ，指定字符串参数'AES128|CBC|PKCS7'，创建对称密钥类型为AES128、分组模式为CBC、填充模式为PKCS7的Cipher实例，用于完成加密操作。 调用 Cipher.init ，设置模式为加密（cryptoFramework.CryptoMode.ENCRYPT_MODE），指定加密密钥（SymKey）和CBC模式对应的加密参数（IvParamsSpec），初始化加密Cipher实例。 当加密内容长度较短时，可以直接调用 Cipher.doFinal 而无需调用update，以获取加密后的数据。 调用 cryptoFramework.createCipher ，指定字符串参数'AES128|CBC|PKCS7'，创建对称密钥类型为AES128、分组模式为CBC、填充模式为PKCS7的Cipher实例，用于完成解密操作。 调用 Cipher.init ，设置模式为解密（cryptoFramework.CryptoMode.DECRYPT_MODE），指定解密密钥（SymKey）和CBC模式对应的解密参数（IvParamsSpec），初始化解密Cipher实例。,
1256,开发,开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 加解密 > 加解密开发指导 > 使用AES对称密钥（CBC模式）加解密(C/C++),5,使用AES对称密钥（CBC模式）加解密(C/C++),0002017860248125626611379e461968,document,crypto-aes-sym-encrypt-decrypt-cbc-ndk,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-aes-sym-encrypt-decrypt-cbc-ndk,success,1,2026-08-10T17:55:39+08:00,使用AES对称密钥（CBC模式）加解密(C/C++),2026-08-06 14:00:04,2026-08-03 11:34:29,,7775,3360,3e9aef4de0bcbcf0f6c1762e2273c7e1b6bcfdfbb9302be3c257ceaeca3b2322,3,2,0,0,0,请查看 对称密钥加解密算法规格：AES 。 调用 OH_CryptoSymKeyGenerator_Create 和 OH_CryptoSymKeyGenerator_Generate ，生成密钥算法为AES、密钥长度为128位的对称密钥（OH_CryptoSymKey）。 如何生成AES对称密钥，请参考以下示例，并结合 对称密钥生成和转换规格：AES 和 随机生成对称密钥 理解，参考文档与当前示例可能存在入参差异，请注意区分。 调用 OH_CryptoSymCipher_Create ，指定字符串参数'AES128|CBC|PKCS7'，创建对称密钥类型为AES128、分组模式为CBC、填充模式为PKCS7的Cipher实例，用于加密操作。 调用 OH_CryptoSymCipherParams_Create 创建参数对象，并调用 OH_CryptoSymCipherParams_SetParam 设置加密参数。 调用 OH_CryptoSymCipher_Init ，设置模式为加密（CRYPTO_ENCRYPT_MODE），指定加密密钥（OH_CryptoSymKey）和CBC模式对应的加密参数（OH_CryptoSymCipherParams），初始化加密Cipher实例。 加密内容较短时，可以直接调用 OH_CryptoSymCipher_Final ，无需调用 OH_CryptoSymCipher_Update ，获取加密后的数据。 调用 OH_CryptoSymCipher_Create ，指定字符串参数'AES128|CBC|PKCS7'，创建对称密钥类型为AES128、分组模式为CBC、填充模式为PKCS7的Cipher实例，用于解密操作。 调用 OH_CryptoSymCipher_Init ，设置模式为解密（CRYPTO_DECRYPT_MODE），指定解密密钥（OH_CryptoSymKey）和CBC模式对应的解密参数（OH_CryptoSymCipherParams），初始化解密Cipher实例。 解密内容较短时，可直接调用 OH_CryptoSymCipher_Final ，无需调用 OH_CryptoSymCipher_Update ，获取解密后的数据。,
1257,开发,开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 加解密 > 加解密开发指导 > 使用AES对称密钥（ECB模式）加解密(ArkTS),5,使用AES对称密钥（ECB模式）加解密(ArkTS),000201786024812562665693e5129cca,document,crypto-aes-sym-encrypt-decrypt-ecb,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-aes-sym-encrypt-decrypt-ecb,success,1,2026-08-10T17:55:39+08:00,使用AES对称密钥（ECB模式）加解密(ArkTS),2026-08-06 14:00:04,2026-08-03 11:34:29,,7238,4443,b156f62992d7b0091222455f91363f6db756c29909c9b65e1f2db7cbe5a57e46,1,2,0,0,0,请查看 对称密钥加解密算法规格：AES 。 调用 cryptoFramework.createSymKeyGenerator 、 SymKeyGenerator.generateSymKey ，生成密钥算法为AES、密钥长度为128位的对称密钥（SymKey）。 如何生成AES对称密钥，开发者可以参考以下示例，并结合 对称密钥生成和转换规格：AES 和 随机生成对称密钥 进行理解。参考文档与当前示例可能存在入参差异，请在阅读时注意区分。 调用 cryptoFramework.createSymKeyGenerator 、 SymKeyGenerator.generateSymKey ，生成密钥算法为AES、密钥长度为128位的对称密钥（SymKey）。 如何生成AES对称密钥，开发者可以参考以下示例，并结合 对称密钥生成和转换规格：AES 和 随机生成对称密钥 进行理解。参考文档与当前示例可能存在入参差异，请在阅读时注意区分。 调用 cryptoFramework.createCipher ，指定字符串参数'AES128|ECB|PKCS7'，创建对称密钥类型为AES128、分组模式为ECB、填充模式为PKCS7的Cipher实例，用于完成加密操作。 调用 Cipher.init ，设置模式为加密（cryptoFramework.CryptoMode.ENCRYPT_MODE），指定加密密钥（SymKey），ECB模式Params为空，初始化加密Cipher实例。 加密内容较短时，可以不调用update，直接调用 Cipher.doFinal ，获取加密后的数据。 调用 cryptoFramework.createCipher ，指定字符串参数'AES128|ECB|PKCS7'，创建对称密钥类型为AES128、分组模式为ECB、填充模式为PKCS7的Cipher实例，用于完成解密操作。 调用 Cipher.init ，设置模式为解密（cryptoFramework.CryptoMode.DECRYPT_MODE），指定解密密钥（SymKey），ECB模式Params为空，初始化解密Cipher实例。,
1258,开发,开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 加解密 > 加解密开发指导 > 使用AES对称密钥（ECB模式）加解密(C/C++),5,使用AES对称密钥（ECB模式）加解密(C/C++),0002017860248125626682bae0170546,document,crypto-aes-sym-encrypt-decrypt-ecb-ndk,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-aes-sym-encrypt-decrypt-ecb-ndk,success,1,2026-08-10T17:55:39+08:00,使用AES对称密钥（ECB模式）加解密(C/C++),2026-08-06 14:00:04,2026-08-03 11:34:29,,6725,2952,5d119fc59c49ea0e4e41ccc7f5318b63e911b6a9bc2c6f11cdd21c0ed14f678a,3,2,0,0,0,对应的算法规格请查看 对称密钥加解密算法规格：AES 。 调用 OH_CryptoSymKeyGenerator_Create 和 OH_CryptoSymKeyGenerator_Generate ，生成AES算法、128位的对称密钥（OH_CryptoSymKey）。 如何生成AES对称密钥，开发者可参考下文示例，并结合 对称密钥生成和转换规格：AES 和 随机生成对称密钥 理解，参考文档与当前示例可能存在入参差异，请在阅读时注意区分。 调用 OH_CryptoSymCipher_Create ，指定字符串参数'AES128|ECB|PKCS7'，创建对称密钥类型为AES128、分组模式为ECB、填充模式为PKCS7的Cipher实例，用于完成加密操作。 调用 OH_CryptoSymCipher_Init ，设置模式为加密（CRYPTO_ENCRYPT_MODE），指定加密密钥（OH_CryptoSymKey），初始化加密Cipher实例。ECB模式无需设置额外加密参数，创建空的参数对象传入即可。 加密内容较短时，可以直接调用 OH_CryptoSymCipher_Final 获取加密后的数据，无需调用 OH_CryptoSymCipher_Update 。 调用 OH_CryptoSymCipher_Create ，指定字符串参数'AES128|ECB|PKCS7'，创建对称密钥类型为AES128、分组模式为ECB、填充模式为PKCS7的Cipher实例，用于解密操作。 调用 OH_CryptoSymCipher_Init ，设置模式为解密（CRYPTO_DECRYPT_MODE），指定解密密钥（OH_CryptoSymKey），初始化解密Cipher实例。ECB模式无需设置额外加密参数，创建空的参数对象传入即可。 当解密内容较短时，可以直接调用 OH_CryptoSymCipher_Final 获取解密后的数据，无需调用 OH_CryptoSymCipher_Update 。 调用 OH_CryptoSymKeyGenerator_Destroy 销毁密钥生成器。调用 OH_CryptoSymCipher_Destroy 销毁密码对象。,
1259,开发,开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 加解密 > 加解密开发指导 > 使用AES对称密钥（GCM模式）分段加解密(ArkTS),5,使用AES对称密钥（GCM模式）分段加解密(ArkTS),0002017860248125626745e736eea3da,document,crypto-aes-sym-encrypt-decrypt-gcm-by-segment,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-aes-sym-encrypt-decrypt-gcm-by-segment,success,1,2026-08-10T17:55:39+08:00,使用AES对称密钥（GCM模式）分段加解密(ArkTS),2026-08-06 14:00:05,2026-08-03 11:34:29,,13741,9603,0ac9ea8077e1a450b08056cbeb7f3c62a488d8b3513967290f0ecf65006333ef,1,2,0,1,1,对应的算法规格请查看 对称密钥加解密算法规格：AES 。 调用 cryptoFramework.createSymKeyGenerator 、 SymKeyGenerator.generateSymKey ，生成密钥算法为AES、密钥长度为128位的对称密钥（SymKey）。 如何生成AES对称密钥，开发者可参考下文示例，并结合 对称密钥生成和转换规格：AES 和 随机生成对称密钥 理解，参考文档与当前示例可能存在入参差异，请在阅读时注意区分。 调用 cryptoFramework.createSymKeyGenerator 、 SymKeyGenerator.generateSymKey ，生成密钥算法为AES、密钥长度为128位的对称密钥（SymKey）。 如何生成AES对称密钥，开发者可参考下文示例，并结合 对称密钥生成和转换规格：AES 和 随机生成对称密钥 理解，参考文档与当前示例可能存在入参差异，请在阅读时注意区分。 调用 cryptoFramework.createCipher ，指定字符串参数'AES128|GCM|PKCS7'，创建对称密钥类型为AES128、分组模式为GCM、填充模式为PKCS7的Cipher实例，用于完成加密操作。 调用 Cipher.init ，设置模式为加密（cryptoFramework.CryptoMode.ENCRYPT_MODE），指定加密密钥（SymKey）和GCM模式对应的加密参数（GcmParamsSpec），初始化加密Cipher实例。 将一次传入数据量设置为20字节，多次调用 Cipher.update ，更新数据（明文）。 当前单次update长度没有限制，开发者可以根据数据量判断如何调用update。 建议开发者对每次update的结果都判断是否为null，并在结果不为null时取出其中的数据进行拼接，形成完整的密文。因为在不同的模式下，update的结果可能会受到不同影响。 1）例如ECB和CBC模式，始终以分组作为基本单位进行加密，并输出本次更新产生的加密分组结果。即当本次更新操作凑满一个分组时就输出密文，未凑满则本次更新输出null，将未加密的数据与下次输入的数据拼接后再凑分组输出。最后在doFinal时，将未加密的数据根据指定的填充模式进行填充，再输出剩余的加密结果。解密过程中的update操作同理。 2）对于流加密模式，如CTR和OFB模式，密文长度等于明文长度。,
